pub_date	title	venue	authors	TLDR	paper_url
2022-09	Amortised Inference in Structured Generative Models with Explaining Away	Advances in neural information processing systems 36 (2022).	Changmin Yu, Hugo Soulat, Neil Burgess, Maneesh Sahani 	We introduce structured amortised inference under the structured autoencoding framework, and applied to neural spiking data with GPFA models.	https://arxiv.org/abs/2209.05212
